match,start_time,market_name,home_team,home_win,away_team,away_win,margin,agency
Hobart Hurricanes v Sydney Sixers,2023-12-11T08:15:00Z,Head To Head,Hobart Hurricanes,1.82,Sydney Sixers,2,1.049,BetRight
Sydney Thunder v Brisbane Heat,2023-12-12T08:15:00Z,Head To Head,Sydney Thunder,1.93,Brisbane Heat,1.87,1.053,BetRight
Melbourne Stars v Perth Scorchers,2023-12-13T08:15:00Z,Head To Head,Melbourne Stars,2.65,Perth Scorchers,1.48,1.053,BetRight
