match,start_time,market_name,home_team,home_win,away_team,away_win,margin,agency
Hobart Hurricanes v Sydney Sixers,2023-12-11T08:15:00.0000000Z,Head To Head,Hobart Hurricanes,1.81,Sydney Sixers,1.97,1.06,BlueBet
Sydney Thunder v Brisbane Heat,2023-12-12T08:15:00.0000000Z,Head To Head,Sydney Thunder,1.91,Brisbane Heat,1.86,1.061,BlueBet
Melbourne Stars v Perth Scorchers,2023-12-13T08:15:00.0000000Z,Head To Head,Melbourne Stars,2.65,Perth Scorchers,1.47,1.058,BlueBet
