match,home_team,away_team,market,player_name,player_team,line,over_price,agency,opposition_team
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Wickets,Spencer Johnson,Brisbane Heat,2.5,5.5,BlueBet,Sydney Thunder
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Wickets,Matthew Kuhnemann,NA,0.5,1.33,BlueBet,NA
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Wickets,Matthew Kuhnemann,NA,1.5,2.5,BlueBet,NA
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Wickets,Matthew Kuhnemann,NA,2.5,6,BlueBet,NA
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Wickets,Michael Neser,Brisbane Heat,0.5,1.25,BlueBet,Sydney Thunder
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Wickets,Michael Neser,Brisbane Heat,1.5,2.15,BlueBet,Sydney Thunder
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Wickets,Michael Neser,Brisbane Heat,2.5,4.6,BlueBet,Sydney Thunder
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Wickets,Mitch Swepson,NA,0.5,1.29,BlueBet,NA
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Wickets,Mitch Swepson,NA,1.5,2.35,BlueBet,NA
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Wickets,Mitch Swepson,NA,2.5,5.5,BlueBet,NA
