match,start_time,market_name,home_team,home_win,away_team,away_win,margin,agency
Hobart Hurricanes v Sydney Sixers,2023-12-11,Head To Head,Hobart Hurricanes,1.78,Sydney Sixers,2.04,1.052,Sportsbet
Sydney Thunder v Brisbane Heat,2023-12-12,Head To Head,Sydney Thunder,2.02,Brisbane Heat,1.79,1.054,Sportsbet
Melbourne Stars v Perth Scorchers,2023-12-13,Head To Head,Melbourne Stars,2.86,Perth Scorchers,1.43,1.049,Sportsbet
