match,start_time,market_name,home_team,home_win,away_team,away_win,margin,agency
Melbourne Stars v Brisbane Heat,2023-12-07T19:15:00Z,Head To Head,Melbourne Stars,2.04,Brisbane Heat,1.74,1.065,TopSport
Melbourne Renegades v Sydney Sixers,2023-12-08T19:15:00Z,Head To Head,Melbourne Renegades,2.28,Sydney Sixers,1.63,1.052,TopSport
