match,home_team,away_team,market,player_name,player_team,opposition_team,line,over_price,under_price,agency
Melbourne Stars v Perth Scorchers,Melbourne Stars,Perth Scorchers,Player Wickets,Usama Mir,Melbourne Stars,Perth Scorchers,2.5,5.6,NA,Neds
Melbourne Stars v Perth Scorchers,Melbourne Stars,Perth Scorchers,Player Wickets,Jason Behrendorff,Perth Scorchers,Melbourne Stars,2.5,5,NA,Neds
Melbourne Stars v Perth Scorchers,Melbourne Stars,Perth Scorchers,Player Wickets,Joel Paris,Melbourne Stars,Perth Scorchers,2.5,6.75,NA,Neds
Melbourne Stars v Perth Scorchers,Melbourne Stars,Perth Scorchers,Player Wickets,Aaron Hardie,Perth Scorchers,Melbourne Stars,2.5,7.5,NA,Neds
Melbourne Stars v Perth Scorchers,Melbourne Stars,Perth Scorchers,Player Wickets,Andrew Tye,Perth Scorchers,Melbourne Stars,2.5,4.1,NA,Neds
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Wickets,Spencer Johnson,Brisbane Heat,Sydney Thunder,1.5,2.25,NA,Neds
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Wickets,Daniel Sams,Sydney Thunder,Brisbane Heat,1.5,2.25,NA,Neds
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Wickets,Zaman Khan,Sydney Thunder,Brisbane Heat,1.5,2.25,NA,Neds
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Wickets,Mitchell Swepson,Brisbane Heat,Sydney Thunder,1.5,2.35,NA,Neds
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Wickets,Xavier Bartlett,Brisbane Heat,Sydney Thunder,1.5,2.35,NA,Neds
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Wickets,Chris Green,Sydney Thunder,Brisbane Heat,1.5,2.45,NA,Neds
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Wickets,Nathan McAndrew,Sydney Thunder,Brisbane Heat,1.5,2.35,NA,Neds
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Wickets,Matthew Kuhnemann,NA,NA,1.5,2.35,NA,Neds
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Wickets,Tanveer Sangha,Sydney Thunder,Brisbane Heat,1.5,2.25,NA,Neds
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Wickets,Michael Neser,Brisbane Heat,Sydney Thunder,1.5,2.2,NA,Neds
Melbourne Stars v Perth Scorchers,Melbourne Stars,Perth Scorchers,Player Wickets,Marcus Stoinis,Melbourne Stars,Perth Scorchers,0.5,1.42,NA,Neds
Melbourne Stars v Perth Scorchers,Melbourne Stars,Perth Scorchers,Player Wickets,Joel Paris,Melbourne Stars,Perth Scorchers,0.5,1.35,NA,Neds
Melbourne Stars v Perth Scorchers,Melbourne Stars,Perth Scorchers,Player Wickets,Aaron Hardie,Perth Scorchers,Melbourne Stars,0.5,1.38,NA,Neds
Melbourne Stars v Perth Scorchers,Melbourne Stars,Perth Scorchers,Player Wickets,Andrew Tye,Perth Scorchers,Melbourne Stars,0.5,1.18,NA,Neds
Melbourne Stars v Perth Scorchers,Melbourne Stars,Perth Scorchers,Player Wickets,Hamish McKenzie,Perth Scorchers,Melbourne Stars,0.5,1.3,NA,Neds
Melbourne Stars v Perth Scorchers,Melbourne Stars,Perth Scorchers,Player Wickets,Mark Steketee,Melbourne Stars,Perth Scorchers,0.5,1.35,NA,Neds
Melbourne Stars v Perth Scorchers,Melbourne Stars,Perth Scorchers,Player Wickets,Usama Mir,Melbourne Stars,Perth Scorchers,0.5,1.3,NA,Neds
Melbourne Stars v Perth Scorchers,Melbourne Stars,Perth Scorchers,Player Wickets,Jhye Richardson,Perth Scorchers,Melbourne Stars,0.5,1.15,NA,Neds
Melbourne Stars v Perth Scorchers,Melbourne Stars,Perth Scorchers,Player Wickets,Jason Behrendorff,Perth Scorchers,Melbourne Stars,0.5,1.22,NA,Neds
Melbourne Stars v Perth Scorchers,Melbourne Stars,Perth Scorchers,Player Wickets,Haris Rauf,Melbourne Stars,Perth Scorchers,0.5,1.24,NA,Neds
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Wickets,Stephen O Keefe,NA,NA,2.5,5.2,NA,Neds
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Wickets,Tom Curran,Sydney Sixers,Hobart Hurricanes,2.5,4.4,NA,Neds
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Wickets,Ben Dwarshuis,Sydney Sixers,Hobart Hurricanes,2.5,5,NA,Neds
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Wickets,Peter Hatzoglou,Hobart Hurricanes,Sydney Sixers,2.5,5.75,NA,Neds
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Wickets,Jackson Bird,Sydney Sixers,Hobart Hurricanes,2.5,7.25,NA,Neds
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Wickets,Chris Jordan,Hobart Hurricanes,Sydney Sixers,2.5,4.4,NA,Neds
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Wickets,Paddy Dooley,Hobart Hurricanes,Sydney Sixers,2.5,5.8,NA,Neds
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Wickets,Nathan Ellis,Hobart Hurricanes,Sydney Sixers,2.5,4.5,NA,Neds
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Wickets,Todd Murphy,Sydney Sixers,Hobart Hurricanes,2.5,5,NA,Neds
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Wickets,Riley Meredith,Hobart Hurricanes,Sydney Sixers,2.5,5.2,NA,Neds
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Wickets,Spencer Johnson,Brisbane Heat,Sydney Thunder,2.5,5.2,NA,Neds
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Wickets,Tanveer Sangha,Sydney Thunder,Brisbane Heat,2.5,5.2,NA,Neds
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Wickets,Nathan McAndrew,Sydney Thunder,Brisbane Heat,2.5,5.5,NA,Neds
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Wickets,Daniel Sams,Sydney Thunder,Brisbane Heat,2.5,5.25,NA,Neds
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Wickets,Zaman Khan,Sydney Thunder,Brisbane Heat,2.5,5,NA,Neds
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Wickets,Xavier Bartlett,Brisbane Heat,Sydney Thunder,2.5,5.6,NA,Neds
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Wickets,Mitchell Swepson,Brisbane Heat,Sydney Thunder,2.5,5.6,NA,Neds
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Wickets,Michael Neser,Brisbane Heat,Sydney Thunder,2.5,4.8,NA,Neds
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Wickets,Matthew Kuhnemann,NA,NA,2.5,5.75,NA,Neds
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Wickets,Chris Green,Sydney Thunder,Brisbane Heat,2.5,5.8,NA,Neds
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Wickets,Jackson Bird,Sydney Sixers,Hobart Hurricanes,1.5,2.75,NA,Neds
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Wickets,Tom Curran,Sydney Sixers,Hobart Hurricanes,1.5,2.05,NA,Neds
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Wickets,Stephen O Keefe,NA,NA,1.5,2.25,NA,Neds
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Wickets,Peter Hatzoglou,Hobart Hurricanes,Sydney Sixers,1.5,2.4,NA,Neds
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Wickets,Riley Meredith,Hobart Hurricanes,Sydney Sixers,1.5,2.25,NA,Neds
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Wickets,Paddy Dooley,Hobart Hurricanes,Sydney Sixers,1.5,2.4,NA,Neds
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Wickets,Ben Dwarshuis,Sydney Sixers,Hobart Hurricanes,1.5,2.25,NA,Neds
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Wickets,Nathan Ellis,Hobart Hurricanes,Sydney Sixers,1.5,2.1,NA,Neds
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Wickets,Chris Jordan,Hobart Hurricanes,Sydney Sixers,1.5,2.05,NA,Neds
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Wickets,Todd Murphy,Sydney Sixers,Hobart Hurricanes,1.5,2.25,NA,Neds
Melbourne Stars v Perth Scorchers,Melbourne Stars,Perth Scorchers,Player Wickets,Joel Paris,Melbourne Stars,Perth Scorchers,1.5,2.65,NA,Neds
Melbourne Stars v Perth Scorchers,Melbourne Stars,Perth Scorchers,Player Wickets,Usama Mir,Melbourne Stars,Perth Scorchers,1.5,2.4,NA,Neds
Melbourne Stars v Perth Scorchers,Melbourne Stars,Perth Scorchers,Player Wickets,Mark Steketee,Melbourne Stars,Perth Scorchers,1.5,2.65,NA,Neds
Melbourne Stars v Perth Scorchers,Melbourne Stars,Perth Scorchers,Player Wickets,Jhye Richardson,Perth Scorchers,Melbourne Stars,1.5,1.8199999999999998,NA,Neds
Melbourne Stars v Perth Scorchers,Melbourne Stars,Perth Scorchers,Player Wickets,Aaron Hardie,Perth Scorchers,Melbourne Stars,1.5,2.8,NA,Neds
Melbourne Stars v Perth Scorchers,Melbourne Stars,Perth Scorchers,Player Wickets,Haris Rauf,Melbourne Stars,Perth Scorchers,1.5,2.15,NA,Neds
Melbourne Stars v Perth Scorchers,Melbourne Stars,Perth Scorchers,Player Wickets,Jason Behrendorff,Perth Scorchers,Melbourne Stars,1.5,2.15,NA,Neds
Melbourne Stars v Perth Scorchers,Melbourne Stars,Perth Scorchers,Player Wickets,Hamish McKenzie,Perth Scorchers,Melbourne Stars,1.5,2.45,NA,Neds
Melbourne Stars v Perth Scorchers,Melbourne Stars,Perth Scorchers,Player Wickets,Andrew Tye,Perth Scorchers,Melbourne Stars,1.5,1.96,NA,Neds
Melbourne Stars v Perth Scorchers,Melbourne Stars,Perth Scorchers,Player Wickets,Marcus Stoinis,Melbourne Stars,Perth Scorchers,1.5,2.95,NA,Neds
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Wickets,Daniel Sams,Sydney Thunder,Brisbane Heat,0.5,1.25,NA,Neds
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Wickets,Michael Neser,Brisbane Heat,Sydney Thunder,0.5,1.25,NA,Neds
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Wickets,Matthew Kuhnemann,NA,NA,0.5,1.28,NA,Neds
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Wickets,Spencer Johnson,Brisbane Heat,Sydney Thunder,0.5,1.26,NA,Neds
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Wickets,Mitchell Swepson,Brisbane Heat,Sydney Thunder,0.5,1.3,NA,Neds
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Wickets,Tanveer Sangha,Sydney Thunder,Brisbane Heat,0.5,1.26,NA,Neds
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Wickets,Chris Green,Sydney Thunder,Brisbane Heat,0.5,1.3,NA,Neds
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Wickets,Zaman Khan,Sydney Thunder,Brisbane Heat,0.5,1.26,NA,Neds
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Wickets,Nathan McAndrew,Sydney Thunder,Brisbane Heat,0.5,1.28,NA,Neds
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Wickets,Xavier Bartlett,Brisbane Heat,Sydney Thunder,0.5,1.28,NA,Neds
