match,home_team,away_team,market,player_name,player_team,line,over_price,agency,opposition_team
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Runs,Caleb Jewell,Hobart Hurricanes,9.5,1.3,BlueBet,Sydney Sixers
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Runs,Caleb Jewell,Hobart Hurricanes,19.5,1.65,BlueBet,Sydney Sixers
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Runs,Caleb Jewell,Hobart Hurricanes,29.5,2.1,BlueBet,Sydney Sixers
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Runs,Caleb Jewell,Hobart Hurricanes,39.5,2.6,BlueBet,Sydney Sixers
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Runs,Caleb Jewell,Hobart Hurricanes,49.5,3.25,BlueBet,Sydney Sixers
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Runs,Ben McDermott,Hobart Hurricanes,9.5,1.29,BlueBet,Sydney Sixers
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Runs,Ben McDermott,Hobart Hurricanes,19.5,1.65,BlueBet,Sydney Sixers
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Runs,Ben McDermott,Hobart Hurricanes,29.5,2.1,BlueBet,Sydney Sixers
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Runs,Ben McDermott,Hobart Hurricanes,39.5,2.6,BlueBet,Sydney Sixers
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Runs,Ben McDermott,Hobart Hurricanes,49.5,3.1,BlueBet,Sydney Sixers
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Runs,Matthew Wade,Hobart Hurricanes,9.5,1.37,BlueBet,Sydney Sixers
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Runs,Matthew Wade,Hobart Hurricanes,19.5,1.83,BlueBet,Sydney Sixers
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Runs,Matthew Wade,Hobart Hurricanes,29.5,2.45,BlueBet,Sydney Sixers
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Runs,Matthew Wade,Hobart Hurricanes,39.5,3.3,BlueBet,Sydney Sixers
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Runs,Matthew Wade,Hobart Hurricanes,49.5,4.6,BlueBet,Sydney Sixers
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Runs,Josh Philippe,Sydney Sixers,9.5,1.34,BlueBet,Hobart Hurricanes
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Runs,Josh Philippe,Sydney Sixers,19.5,1.8,BlueBet,Hobart Hurricanes
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Runs,Josh Philippe,Sydney Sixers,29.5,2.35,BlueBet,Hobart Hurricanes
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Runs,Josh Philippe,Sydney Sixers,39.5,2.9,BlueBet,Hobart Hurricanes
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Runs,Josh Philippe,Sydney Sixers,49.5,3.8,BlueBet,Hobart Hurricanes
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Runs,James Vince,Sydney Sixers,9.5,1.27,BlueBet,Hobart Hurricanes
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Runs,James Vince,Sydney Sixers,19.5,1.56,BlueBet,Hobart Hurricanes
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Runs,James Vince,Sydney Sixers,29.5,1.95,BlueBet,Hobart Hurricanes
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Runs,James Vince,Sydney Sixers,39.5,2.45,BlueBet,Hobart Hurricanes
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Runs,James Vince,Sydney Sixers,49.5,3.1,BlueBet,Hobart Hurricanes
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Runs,Timothy David,NA,9.5,1.4,BlueBet,NA
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Runs,Timothy David,NA,19.5,2,BlueBet,NA
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Runs,Timothy David,NA,29.5,2.85,BlueBet,NA
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Runs,Timothy David,NA,39.5,4.1,BlueBet,NA
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Runs,Timothy David,NA,49.5,6,BlueBet,NA
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Runs,Moises Henriques,Sydney Sixers,9.5,1.4,BlueBet,Hobart Hurricanes
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Runs,Moises Henriques,Sydney Sixers,19.5,1.95,BlueBet,Hobart Hurricanes
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Runs,Moises Henriques,Sydney Sixers,29.5,2.7,BlueBet,Hobart Hurricanes
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Runs,Moises Henriques,Sydney Sixers,39.5,4,BlueBet,Hobart Hurricanes
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Runs,Moises Henriques,Sydney Sixers,49.5,5.9,BlueBet,Hobart Hurricanes
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Runs,Jordan Silk,Sydney Sixers,9.5,1.43,BlueBet,Hobart Hurricanes
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Runs,Jordan Silk,Sydney Sixers,19.5,2,BlueBet,Hobart Hurricanes
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Runs,Jordan Silk,Sydney Sixers,29.5,2.9,BlueBet,Hobart Hurricanes
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Runs,Jordan Silk,Sydney Sixers,39.5,4.4,BlueBet,Hobart Hurricanes
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Player Runs,Jordan Silk,Sydney Sixers,49.5,6.5,BlueBet,Hobart Hurricanes
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Runs,Cameron Bancroft,Sydney Thunder,9.5,1.31,BlueBet,Brisbane Heat
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Runs,Cameron Bancroft,Sydney Thunder,19.5,1.71,BlueBet,Brisbane Heat
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Runs,Cameron Bancroft,Sydney Thunder,29.5,2.15,BlueBet,Brisbane Heat
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Runs,Cameron Bancroft,Sydney Thunder,39.5,2.7,BlueBet,Brisbane Heat
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Runs,Cameron Bancroft,Sydney Thunder,49.5,3.4,BlueBet,Brisbane Heat
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Runs,Oliver Davies,NA,9.5,1.34,BlueBet,NA
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Runs,Oliver Davies,NA,19.5,1.8,BlueBet,NA
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Runs,Oliver Davies,NA,29.5,2.5,BlueBet,NA
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Runs,Oliver Davies,NA,39.5,3.5,BlueBet,NA
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Runs,Oliver Davies,NA,49.5,5.1,BlueBet,NA
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Runs,Alex Hales,Sydney Thunder,9.5,1.28,BlueBet,Brisbane Heat
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Runs,Alex Hales,Sydney Thunder,19.5,1.61,BlueBet,Brisbane Heat
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Runs,Alex Hales,Sydney Thunder,29.5,1.95,BlueBet,Brisbane Heat
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Runs,Alex Hales,Sydney Thunder,39.5,2.45,BlueBet,Brisbane Heat
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Runs,Alex Hales,Sydney Thunder,49.5,3,BlueBet,Brisbane Heat
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Runs,Jason Sangha,Sydney Thunder,9.5,1.33,BlueBet,Brisbane Heat
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Runs,Jason Sangha,Sydney Thunder,19.5,1.71,BlueBet,Brisbane Heat
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Runs,Jason Sangha,Sydney Thunder,29.5,2.15,BlueBet,Brisbane Heat
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Runs,Jason Sangha,Sydney Thunder,39.5,2.8,BlueBet,Brisbane Heat
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Runs,Jason Sangha,Sydney Thunder,49.5,3.8,BlueBet,Brisbane Heat
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Runs,Sam Billings,Brisbane Heat,9.5,1.34,BlueBet,Sydney Thunder
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Runs,Sam Billings,Brisbane Heat,19.5,1.77,BlueBet,Sydney Thunder
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Runs,Sam Billings,Brisbane Heat,29.5,2.45,BlueBet,Sydney Thunder
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Runs,Sam Billings,Brisbane Heat,39.5,3.5,BlueBet,Sydney Thunder
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Runs,Sam Billings,Brisbane Heat,49.5,5.2,BlueBet,Sydney Thunder
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Runs,Josh Brown,Brisbane Heat,9.5,1.34,BlueBet,Sydney Thunder
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Runs,Josh Brown,Brisbane Heat,19.5,1.74,BlueBet,Sydney Thunder
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Runs,Josh Brown,Brisbane Heat,29.5,2.25,BlueBet,Sydney Thunder
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Runs,Josh Brown,Brisbane Heat,39.5,2.9,BlueBet,Sydney Thunder
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Runs,Josh Brown,Brisbane Heat,49.5,3.6,BlueBet,Sydney Thunder
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Runs,Colin Munro,Brisbane Heat,9.5,1.23,BlueBet,Sydney Thunder
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Runs,Colin Munro,Brisbane Heat,19.5,1.45,BlueBet,Sydney Thunder
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Runs,Colin Munro,Brisbane Heat,29.5,1.77,BlueBet,Sydney Thunder
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Runs,Colin Munro,Brisbane Heat,39.5,2.05,BlueBet,Sydney Thunder
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Runs,Colin Munro,Brisbane Heat,49.5,2.45,BlueBet,Sydney Thunder
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Runs,Matt Renshaw,NA,9.5,1.29,BlueBet,NA
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Runs,Matt Renshaw,NA,19.5,1.61,BlueBet,NA
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Runs,Matt Renshaw,NA,29.5,2,BlueBet,NA
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Runs,Matt Renshaw,NA,39.5,2.55,BlueBet,NA
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Player Runs,Matt Renshaw,NA,49.5,3.3,BlueBet,NA
